,Recipe Name,Description,Prep Time,Cook Time,Serving Size,Group,Calories,Fat,Cholesterol,Sodium,Carbohydrate,Protein,Sugar,Fiber,Ingredients,Instructions
537,Fish Puttanesca,"
                Puttanesca sauce—not just for pasta anymore! This briny, savory, easy white fish puttanesca recipe is so gorgeous and delicious, you’d never guess that it only takes about 30 minutes to make.
            ",20,35,4, Dairy-Free Gluten Free One Pot,359,18 g,103 mg,678 mg,12 g,33 g,1 g,3 g,"4 Tbspunsalted butter, cut into 4 pieces or 4 Tbsp olive oil
6cloves garlic, chopped
3anchovy fillets, oil packed
1/3 cupdry white wine, such as Sauvignon Blanc
1 (28 Oz) canwhole tomatoes, preferably san Marzano Italian plum tomatoes, crushed with hands
1/2 tspdried oregano
1/2 tspdried thyme
1/2 cuphalved, pitted black or castelvetrano olives, about 15-20
2 Tbspcapers, drained
1 1/2 lbsmild, white fish cut into 4 pieces
3/4 tspsea salt
1/4 cupfresh basil or flat leaf parsley, chopped, optional
Crushed red pepper flakes, for serving, optional
","Heat oven to 400°F.In a large ovenproof skillet or braising pan, heat the butter or oil over medium heat, until bubbling. Add the garlic and the anchovies, breaking them up with a wooden spoon, as they cook into the butter, about 1-2 minutes.Stir in the white wine and cook until slightly reduced, about 4 minutes. Add the tomatoes (crushing them with your hands). Season with oregano and thyme.Bring the sauce to a simmer and cook for 10 minutes, stirring occasionally, until the tomatoes are broken down and sauce begins to thicken. Add the olives, capers and stir to incorporate. Season the fish with salt and nestle it in the sauce.Place the skillet or pan in the oven and cook until fish is cooked through and easily flakes with a fork. The timing of this step will differ depending on the size and thickness of your fish (do not over cook your fish) about 6 to 12 minutes.Remove from oven, spoon some of the sauce over the fish. Sprinkle with fresh basil and red pepper flakes. Serve the fish along with the sauce. We like to serve with rice pilaf, a salad or garlic bread."
538,Eggs Benedict,"
                We’ve taken our very best eggs benedict recipe and scaled it up to serve a crowd! Our trick? Make most of the components ahead of time, for a stress-free brunch with friends and family.
            ",20,30,12,,340,26 g,233 mg,292 mg,15 g,14 g,1 g,1 g,"121 recipe6English muffins, cut in half
3 Tbspsalted butter
Sliced prepared ham or Canadian bacon, warmed
¼ cupfresh herbs such as chives, parsley or dill.
","Preheat oven to 375°F.Butter each half of the English muffins with ½ tablespoon butter. Arrange muffins on a large baking sheet and place them on the center rack. Bake until golden and crispy, about 10 minutes.While muffins are toasting, heat the hollandaise sauce and poached eggs according to respective recipe instructions.Arrange the toasted English muffins on a large platter. Top each half with ham or Canadian bacon. Top with a poached egg. Drizzle hollandaise sauce over the entire platter and top with fresh herbs. Serve immediately."
539,Hollandaise Sauce,"
                If hollandaise sauce makes you nervous, fear no more! This easy hollandaise sauce recipe is basically foolproof.
            ",5,,12, Vegetarian,154,17 g,102 mg,112 mg,0 g,1 g,0 g,0 g,"4large egg yolks, room temp
1 Tbspfreshly squeezed lemon juice
1 cupsalted butter, hot melted
","In a high speed blender, blend yolks and lemon juice on medium low speed until just combined.Transfer hot melted butter to a liquid measuring cup. With the blender running pour the butter very slowly in a steady stream into the egg mixture through the top. Blend until pale yellow and slightly thickened.Remove the sauce from the blender and use immediately or set aside in a bowl, covered with plastic wrap, pressing it down until it touches the sauce. When ready to serve, stir in 1 or 2 tablespoons of hot water and stir until desired consistency.Notes:Sauce will thicken as it cools, if you’re wanting to reheat it DO NOT use the microwave. Either heat the sauce in a small saucepan set over low heat with 2 more tablespoons of melted butter, stirring constantly for 1-2 minutes OR add the sauce to a double boiler and allow the steam to reheat it while stirring constently. If the sauce gets too much heat you will cook the eggs and end up with an uneven consistency.If your sauce is too thin, it may be because you did not add the hot butter slowly enough.There are a lot of Hollandaise sauces out there with a lot of things added in. This no fuss sauce needs nothing. It’s perfect with just butter, egg yolks and lemon juice. "
540,Restaurant-Style Mexican Rice,"
                This savory, tomato-tinged, restaurant-style Mexican rice recipe could not be easier, and makes a killer side dish (just add beans!) or burrito filling.
            ",5,30,8, Dairy-Free Gluten Free Kid Friendly One Pot,233,6 g,0 mg,316 mg,41 g,4 g,3 g,1 g,"3 tbspvegetable oil
2 cupslong grain rice, rinsed
1/2 cupcarrots, 1/8 inch cubes
1 1/2 cupsstock (chicken or vegetable)
1 cuptomato sauce
1/2 tspsea salt
1 tbsp1/4 cupminced cilantro, optional

","In a medium sized non-stick pot heat vegetable oil over medium high heat until glistening. Add in rice and cook, stirring often, until rice is golden brown, about 7-8 minutes. Add in carrots along with stock, tomato sauce, sea salt and taco seasoning. Stir to combine. Bring to a rapid boil, reduce to a simmer and cover. Cook rice for 20 minutes undisturbed until rice is tender. Remove from heat and uncover. Fluff with a fork, cover and allow to sit for 5 more minutes. Stir in fresh cilantro if desired and serve. "
541,Shrimp Tacos,"
                Fresh and delicious, this easy shrimp taco recipe comes complete with a slightly spicy avocado crema and topped with a crispy cabbage slaw that’s totally irresistible.
            ",15,10,4, Gluten Free,321,13 g,178 mg,595 mg,29 g,22 g,4 g,6 g,"1 Tbspextra-virgin olive oil
1 Tbsplime juice, from 1 lime
2 Tbsp1 lbslarge shrimp peeled, deveined and tails removed, about 30
8 (6-inch)Mexican hot sauce, for serving (optional)
Lime wedges, for serving
1small avocado
1large garlic clove
1/4 cupSour cream
1/2 tspsea salt
2 TbspLime juice, from 1-2 limes
1/4 cupCilantro, lightly packed
1small jalapeño, seeded
3 cupsthinly shredded green cabbage
1/3 cupsliced white onion, paper thin (1/2 medium onion)
1/3 cupchopped fresh cilantro leaves
","In a large bowl mix together the olive oil, lime juice and taco seasoning. Add the shrimp and toss to coat. Make the crema: Add the avocado, garlic, sour cream, salt, lime juice, cilantro and jalapeño to the base of a food processor. Blend until smooth.Make the slaw: In a large bowl toss together the cabbage, raw onion and cilantro with 1/2 cup of avocado crema until fully incorporated. Heat a large skillet over medium. Warm the tortillas, using a little bit of olive oil if desired. Once warmed/toasted, place them on a plate and cover them with a tea towel so that they stay warm. Add the shrimp to the pan and cook until pink and fully cooked through about 2 minutes each side.Place 3-4 shrimp on each tortilla and top with the slaw. Serve with hot sauce if desired."
542,Classic Lasagna Recipe,"
                Easy, meaty, cheesy, this classic lasagna recipe is what everyone’s dinnertime dreams are made of.
            ",30,1,12, Kid Friendly,425,24 g,62 mg,585 mg,29 g,30 g,8 g,4 g,"3 1/2 tspkosher salt, plus more to taste
2 TbspExtra virgin olive oil
1 lbground meat (1/2 beef 1/2 mild Italian sausage is our favorite. Ground chicken or turkey also work well)
1medium yellow onion, finely chopped
4garlic cloves, minced, about 2 tsp
1/4 cup (2 oz)tomato paste
2 (28-oz) canscrushed tomatoes
3/4 tspfreshly ground pepper, plus more to taste
1 tspItalian seasoning
2 tspsugar
16 ozwhole milk ricotta cheese
1egg
1 cupgrated Parmesan, plus more for sprinkling on top
1 1/2 poundsmozzarella, grated
1/4 cuploosely packed Fresh basil, minced, optional
1 pounddried lasagna noodles (not the no-boil variety)
","Heat oven to 375°F. Fill a large pot with water and season with 2 teaspoons of kosher salt, bring to a boil over high heat. Cook lasagna noodles in the boiling water until al dente, about 8 minutes. Drain, rinse and separate any noodles that are stuck together.Heat oil in a large, heavy bottomed pot over medium heat, until glistening. Add ground meat, onion and garlic, cook, stirring occasionally, until the onion is softened and translucent, and the meat is browned, about 10 minutes.Add tomato paste, stirring until completely combined, about 2 minutes. Add the crushed tomatoes, 1 teaspoon salt, 1/2 teaspoon pepper, Italian seasoning and sugar, stir to combine. Bring to a simmer, cover, reduce heat to medium low or low and cook, stirring occasionally, until the tomato sauce has thickened and flavors have come together, about 15-20 minutes.In a large bowl combine the ricotta, egg, 3/4 cup Parmesan, basil, remaining salt and pepper. Spread 1 cup sauce on the bottom of a lasagna baking dish or 9x13 baking dish and top with a layer of noodles, try not to overlap them.Top with about 1 1/2 cups of sauce, dollop ¼ of the ricotta mixture over, lightly spread over the sauce with the back of a spoon. Sprinkle with 1 1/4 cup mozzarella. Top with another layer of noodles and repeat three more times. Add the last of the noodles and pour remaining sauce over the top and sprinkle with remaining 1 cup mozzarella and 1/4 cup Parmesan.Cover loosely with aluminum foil and place baking dish on a foil-lined rimmed baking sheet (to prevent any overflow from burning on the bottom of your oven).Bake for 30 minutes. Remove foil and bake for an additional 20 minutes until bubbly and beginning to brown on top. Let cool for at least 5-10 minutes before eating."
543,Apricot Pork Chop Sheet Pan Dinner,"
                Brushed with a simple glaze, this apricot pork chop sheet pan recipe is succulent and hearty. Roasted with potatoes and Brussels sprouts, the chops make for a complete one-pan meal, too!
            ",15,30,4, Dairy-Free Gluten Free Kid Friendly Sheet Pan,510,29 g,15 mg,1190 mg,33 g,27 g,3 g,17 g,"3/4 lbBrussels sprouts, cut in half, or quartered if large
3/4 lbbaby potatoes, cut in half, or 1-inch pieces
3 Tbspextra virgin olive oil
1 3/4 tspsea salt
4Bone-in pork chops (1-1 1/4 thick)
½ tspfreshly cracked black pepper
2 Tbspunsalted butter, melted
2 Tbspwhole grain mustard, plus more for serving
1/4 cupapricot jam/preserve, plus more for serving
4dried apricots, finely chopped, optional
1 tspapple cider vinegar
","Preheat the oven to 375°F.On a rimmed baking sheet, toss the Brussels sprouts and potatoes with 1 1/2 tablespoons of olive oil and 1/2 teaspoon salt. Place them in the oven for 10 minutes, while you sear the pork chops. Pat the pork chops dry with a paper towel and season them on both sides with 1 teaspoon salt and pepper. In a large skillet set over high heat, heat remaining 1 1/2 tablespoons olive oil, until glistening. Add pork chops, working in batches if needed. Allow to cook for 2-4 minutes on each side until golden brown. Transfer to a plate.In a small bowl mix together the butter, mustard, apricot jam, dried apricots, apple cider vinegar and remaining 1/4 teaspoon salt.Remove the veggies from the oven and nestle the pork chops between them. Brush the pork chops with apricot mixture and bake on center rack center rack for 15-20 minutes, until pork chops are cooked through and vegetables are tender.Serve with additional apricot preserves or whole grain mustard."
544,Shaved Snap Pea Salad with Goat Cheese and Dates,"
                A festival of colors, this shaved snap pea salad recipe is as springy as salads get. Sweet peas are tossed with pistachios, dates and fresh mint, then tossed in creamy goat cheese dressing.
            ",15,5,6, Gluten Free,225,14 g,0 mg,99 mg,19 g,5 g,14 g,2 g,"1 lbsnap peas, thinly sliced at an angle
6 largemedjool dates, roughly chopped (about ¾ cup)
¼ cuppistachios, roughly chopped
¼ cupmint leaves, loosely packed, finely chopped (about 10-14 leaves total)
2 ozgoat cheese
2 ozgoat cheese
¼ cupolive oil
1 Tbspunfiltered, apple cider vinegar
¼ tspsea salt
¼ tspfreshly ground black pepper
2 tsphoney
","In a small bowl or small food processor, whisk or blend all the ingredients together for the goat cheese dressing until fully combined. Set aside. Makes ½ cup.In a large salad bowl, toss together all ingredients for the salad with the dressing until combined. "
545,10 Best Banana Bread Recipes,"
                We’re huge banana bread fanatics, and there’s room in our lives for more than one banana bread recipe, so we’ve rounded up the10 best banana bread recipes!
            ",,,, Kid Friendly Roundups,,,,,,,,,,
546,Pulled Pork,"
                Cooked low and slow, there’s nothing quite like truly great pulled pork, and this pulled pork recipe is the very best we’ve ever made! Plus, this recipe works in the oven, slow-cooker, or Instant Pot!
            ",10,5,10, Dairy-Free Gluten Free Low-Carb Whole30 Kid Friendly One Pot Pressure Cooker Slow Cooker,307,15 g,122 mg,326 mg,7 g,35 g,6 g,0 g,"1/2 cupchicken stock
1/4 cupapple cider vinegar
4-5 lbsboneless pork shoulder/butt, cut into 4 pieces
1/4 cupbrown sugar
2 tspmustard powder
1 Tbspgarlic powder
2 tsponion powder
1 Tbspchili powder (omit if you are making teriyaki pulled pork)
1 Tbspkosher salt
1 tspfinely cracked black pepper
1/4 tspcayenne pepper
1 bottleRolls or hamburger buns for serving
","To cook pork in the oven: Preheat oven to 350°. In a large Dutch oven with a tight fitting lid, add the chicken stock and vinegar. Add in the pork pieces. Sprinkle the pork with the brown sugar, mustard powder, garlic powder, onion powder, chili powder (if using,) salt, pepper and cayenne. Cover the pot with lid and cook in the oven for 3 hours. Remove lid and cook for an additional 1-2 hours, until pork is tender and easily pulls apart with a fork. Serve with bbq or teriyaki sauce on rolls or hamburger buns.To cook pork in an Instant Pot: Add the chicken stock and vinegar to the base of the Instant pot. Add in the pork pieces. Sprinkle the pork with the brown sugar, mustard powder, garlic powder, onion powder, chili powder (if using,) salt, pepper and cayenne. Cover the pot with lid and lock it in place. Make sure the vent is in the sealed position. Push the manual/high or pressure cook/high button. Cook on high for 60 minutes. When timer beeps, allow the pot to naturally release pressure, about 15 minutes longer. If you are short on time, you can carefully manually release the pressure using a towel and gentle nudges to the venting valve. Serve with bbq or teriyaki sauce on rolls or hamburger buns. To cook pork in a slow cooker:Add the chicken stock and vinegar to the base of your slow cooker. Add in the pork pieces. Sprinkle the pork with the brown sugar, mustard powder, garlic powder, onion powder, chili powder (if using), salt, pepper and cayenne. Cover with lid. Cook on LOW for 8-10 hours or high for 4-6 hours, until pork is tender and shreds easily with a fork. Serve with bbq or teriyaki sauce on rolls or hamburger buns. "
